Drug1,Drug2,Prob,Method
DB13872,Gamma-aminobutyric_acid_receptor_subunit_beta-2,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_beta-1,0.4113,semEP
DB01567,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_rho-1,0.4113,semEP
DB01588,Gamma-aminobutyric_acid_receptor_subunit_theta,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_epsilon,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_rho-1,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_gamma-3,0.4113,semEP
DB01567,Gamma-aminobutyric_acid_receptor_subunit_theta,0.4113,semEP
DB00801,Gamma-aminobutyric_acid_receptor_subunit_theta,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_rho-3,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_gamma-1,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_beta-3,0.4113,semEP
DB00829,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB01588,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_delta,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_gamma-1,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_beta-2,0.4113,semEP
DB01594,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB01589,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB01567,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB01589,Gamma-aminobutyric_acid_receptor_subunit_theta,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_delta,0.4113,semEP
DB01588,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_beta-1,0.4113,semEP
DB00829,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB01594,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_epsilon,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_pi,0.4113,semEP
DB01589,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB01544,Gamma-aminobutyric_acid_receptor_subunit_pi,0.4113,semEP
DB00801,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_gamma-3,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.4113,semEP
DB13872,Gamma-aminobutyric_acid_receptor_subunit_theta,0.4113,semEP
DB04888,D(4)_dopamine_receptor,0.4,semEP
DB00890,Androgen_receptor,0.4,semEP
DB02335,Nitric_oxide_synthase_oxygenase,0.4,semEP
DB02552,Ditrans-polycis-undecaprenyl-diphosphate_synthase_((2E-6E)-farnesyl-diphosphate_specific),0.4,semEP
DB00197,Long-chain-fatty-acid--CoA_ligase_3,0.4,semEP
DB13167,Prostaglandin_G/H_synthase_1,0.4,semEP
DB01727,Cell_division_protein_FtsZ,0.4,semEP
DB04910,Tubulin_beta-2_chain,0.4,semEP
DB00890,Estrogen_receptor_beta,0.4,semEP
DB00537,Potassium_voltage-gated_channel_subfamily_H_member_6,0.4,semEP
DB01173,Muscarinic_acetylcholine_receptor_M2,0.4,semEP
DB07931,Estrogen_receptor_beta,0.4,semEP
DB09130,Complement_component_C8_alpha_chain,0.4,semEP
DB01128,Nuclear_receptor_subfamily_1_group_I_member_2,0.4,semEP
DB01592,Tubulin_beta_chain,0.4,semEP
DB08960,Neuronal_acetylcholine_receptor_subunit_beta-2,0.4,semEP
DB09130,Elongation_factor_Tu_mitochondrial,0.4,semEP
DB01698,ATP_synthase_subunit_gamma_mitochondrial,0.4,semEP
DB01593,Heterogeneous_nuclear_ribonucleoprotein_L,0.4,semEP
DB07780,Decaprenyl_diphosphate_synthase,0.4,semEP
DB08960,Neuronal_acetylcholine_receptor_subunit_alpha-4,0.4,semEP
DB11596,Serine_hydroxymethyltransferase_mitochondrial,0.4,semEP
DB08687,Egl_nine_homolog_2,0.4,semEP
DB11596,Serine_hydroxymethyltransferase_cytosolic,0.4,semEP
DB07780,Geranylgeranyl_transferase_type-1_subunit_beta,0.4,semEP
DB00139,Procollagen-lysine-2-oxoglutarate_5-dioxygenase_2,0.4,semEP
DB01053,Solute_carrier_family_22_member_6,0.4,semEP
DB00757,5-hydroxytryptamine_receptor_3B,0.4,semEP
DB04714,(2Z-6E)-farnesyl_diphosphate_synthase,0.4,semEP
DB08687,Egl_nine_homolog_3,0.4,semEP
DB02335,Nitric_oxide_synthase_inducible,0.4,semEP
DB00215,Sodium-dependent_dopamine_transporter,0.4,semEP
DB00679,Potassium_voltage-gated_channel_subfamily_H_member_1,0.4,semEP
DB01053,Solute_carrier_family_22_member_7,0.4,semEP
DB01592,Complement_component_1_Q_subcomponent-binding_protein_mitochondrial,0.4,semEP
DB01593,Splicing_factor_3A_subunit_2,0.4,semEP
DB01237,Muscarinic_acetylcholine_receptor_M2,0.4,semEP
DB01692,Thymidylate_synthase,0.4,semEP
DB00412,Long-chain-fatty-acid--CoA_ligase_3,0.4,semEP
DB02020,Alcohol_dehydrogenase_[NADP(+)],0.4,semEP
DB00655,Cytochrome_P450_1A1,0.4,semEP
DB11674,Estrogen_receptor_alpha,0.4,semEP
DB03317,Quinoprotein_ethanol_dehydrogenase,0.4,semEP
DB00661,G_protein-activated_inward_rectifier_potassium_channel_2,0.4,semEP
DB00477,Potassium_voltage-gated_channel_subfamily_H_member_1,0.4,semEP
DB11699,5-hydroxytryptamine_receptor_3B,0.4,semEP
DB01593,Complement_component_C9,0.4,semEP
DB01698,Ribosyldihydronicotinamide_dehydrogenase_[quinone],0.4,semEP
DB00655,Cytochrome_P450_1B1,0.4,semEP
DB01077,Receptor-type_tyrosine-protein_phosphatase_epsilon,0.4,semEP
DB04888,D(3)_dopamine_receptor,0.4,semEP
DB01212,Solute_carrier_family_22_member_7,0.4,semEP
DB04223,Nitric_oxide_synthase_inducible,0.4,semEP
DB00139,2-oxoglutarate_and_iron-dependent_oxygenase_domain-containing_protein_2,0.4,semEP
DB04910,Tubulin_alpha-1A_chain,0.4,semEP
DB00643,Tubulin_beta-2_chain,0.4,semEP
DB01077,Tyrosine-protein_phosphatase_non-receptor_type_4,0.4,semEP
DB08877,Tyrosine-protein_kinase_JAK3,0.4,semEP
DB00563,Thymidylate_synthase,0.4,semEP
DB08877,Protein-tyrosine_kinase_2-beta,0.4,semEP
DB00537,Potassium_voltage-gated_channel_subfamily_H_member_7,0.4,semEP
DB02020,Aldo-keto_reductase_family_1_member_B10,0.4,semEP
DB01727,Fe(3+)-binding_periplasmic_protein,0.4,semEP
DB00215,Sodium-dependent_noradrenaline_transporter,0.4,semEP
DB01593,Translation_elongation_factor_1_alpha_1-like_14,0.4,semEP
DB00125,Nitric_oxide_synthase_brain,0.4,semEP
DB07419,Nuclear_receptor_subfamily_1_group_I_member_2,0.4,semEP
DB03317,Quinohemoprotein_alcohol_dehydrogenase_ADH_IIB,0.4,semEP
DB01692,Peptidyl-prolyl_cis-trans_isomerase_B,0.4,semEP
DB00661,G_protein-activated_inward_rectifier_potassium_channel_3,0.4,semEP
DB00219,Muscarinic_acetylcholine_receptor_M3,0.3929,semEP
DB08918,Sodium-dependent_dopamine_transporter,0.3929,semEP
DB05964,Sodium-dependent_dopamine_transporter,0.3929,semEP
DB04889,Sodium-dependent_dopamine_transporter,0.3929,semEP
DB00979,Muscarinic_acetylcholine_receptor_M3,0.3929,semEP
DB04896,Sodium-dependent_dopamine_transporter,0.3929,semEP
DB00219,Muscarinic_acetylcholine_receptor_M2,0.3929,semEP
DB00979,Muscarinic_acetylcholine_receptor_M2,0.3929,semEP
DB01162,Alpha-2A_adrenergic_receptor,0.3889,semEP
DB00590,Alpha-2B_adrenergic_receptor,0.3889,semEP
DB00590,Alpha-2A_adrenergic_receptor,0.3889,semEP
DB01162,Alpha-2B_adrenergic_receptor,0.3889,semEP
DB00346,Alpha-2A_adrenergic_receptor,0.3889,semEP
DB00346,Alpha-2B_adrenergic_receptor,0.3889,semEP
DB03100,Nitric_oxide_synthase_brain,0.381,semEP
DB02207,Nitric_oxide_synthase_brain,0.381,semEP
DB00934,Sodium-dependent_serotonin_transporter,0.381,semEP
DB00934,Sodium-dependent_dopamine_transporter,0.381,semEP
DB01104,Sodium-dependent_noradrenaline_transporter,0.381,semEP
DB04534,Nitric_oxide_synthase_brain,0.381,semEP
DB00344,Sodium-dependent_dopamine_transporter,0.381,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-5,0.3659,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.3659,semEP
DB00474,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.3659,semEP
DB01107,Gamma-aminobutyric_acid_receptor_subunit_alpha-3,0.3659,semEP
DB01154,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.3659,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.3659,semEP
DB01154,Gamma-aminobutyric_acid_receptor_subunit_alpha-3,0.3659,semEP
DB01154,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3659,semEP
DB00474,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3659,semEP
DB01107,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3659,semEP
DB01154,Gamma-aminobutyric_acid_receptor_subunit_alpha-2,0.3659,semEP
DB01154,Gamma-aminobutyric_acid_receptor_subunit_alpha-5,0.3659,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-1,0.3659,semEP
DB00474,Neuronal_acetylcholine_receptor_subunit_alpha-4,0.3659,semEP
DB01107,Gamma-aminobutyric_acid_receptor_subunit_alpha-5,0.3659,semEP
DB01154,Neuronal_acetylcholine_receptor_subunit_alpha-4,0.3659,semEP
DB01107,Gamma-aminobutyric_acid_receptor_subunit_alpha-2,0.3659,semEP
DB00474,Gamma-aminobutyric_acid_receptor_subunit_alpha-2,0.3659,semEP
DB01107,Neuronal_acetylcholine_receptor_subunit_alpha-4,0.3659,semEP
DB00474,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.3659,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-3,0.3659,semEP
DB01107,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.3659,semEP
DB00474,Gamma-aminobutyric_acid_receptor_subunit_alpha-3,0.3659,semEP
DB00237,Gamma-aminobutyric_acid_receptor_subunit_alpha-2,0.3659,semEP
DB01107,Gamma-aminobutyric_acid_receptor_subunit_alpha-6,0.3659,semEP
DB00474,Gamma-aminobutyric_acid_receptor_subunit_alpha-5,0.3659,semEP
DB01154,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,0.3659,semEP
DB00417,Solute_carrier_family_15_member_2,0.3571,semEP
DB14010,5-hydroxytryptamine_receptor_1B,0.3571,semEP
DB00918,5-hydroxytryptamine_receptor_1F,0.3571,semEP
DB00918,5-hydroxytryptamine_receptor_1A,0.3571,semEP
DB14010,5-hydroxytryptamine_receptor_1D,0.3571,semEP
DB14010,5-hydroxytryptamine_receptor_1F,0.3571,semEP
DB01212,Solute_carrier_family_15_member_2,0.3571,semEP
DB00953,5-hydroxytryptamine_receptor_1A,0.3571,semEP
DB01422,Low_molecular_weight_phosphotyrosine_protein_phosphatase,0.3333,semEP
DB03895,Prostaglandin_reductase_1,0.3333,semEP
DB00133,Glutathione_synthetase,0.3333,semEP
DB00593,Sodium_channel_protein_type_4_subunit_alpha,0.3333,semEP
DB04348,Liver_carboxylesterase_1,0.3333,semEP
DB00308,ATP-sensitive_inward_rectifier_potassium_channel_12,0.3333,semEP
DB01207,Cytochrome_P450_1A2,0.3333,semEP
DB01337,5-hydroxytryptamine_receptor_3A,0.3333,semEP
DB03316,Arabinogalactan_endo-1-4-beta-galactosidase,0.3333,semEP
DB00133,Aminoacylase-1,0.3333,semEP
DB02929,Lipoyl_synthase_mitochondrial,0.3333,semEP
DB00533,Androgen_receptor,0.3333,semEP
DB03754,Cytohesin-2,0.3333,semEP
DB06151,Aromatic-L-amino-acid_decarboxylase,0.3333,semEP
DB06311,Cytochrome_P450_3A4,0.3333,semEP
DB12095,Tyrosine-protein_phosphatase_non-receptor_type_1,0.3333,semEP
DB14011,5-hydroxytryptamine_receptor_3A,0.3333,semEP
DB04824,UDP-glucuronosyltransferase_1-1,0.3333,semEP
DB12965,Afamin,0.3333,semEP
DB00659,Gamma-aminobutyric_acid_type_B_receptor_subunit_1,0.3333,semEP
DB00812,Bifunctional_P-450/NADPH-P450_reductase,0.3333,semEP
DB01863,Glycogen_synthase_kinase-3_beta,0.3333,semEP
DB01356,Adenosylhomocysteinase,0.3333,semEP
DB02746,Fumarate_hydratase_class_II,0.3333,semEP
DB08814,NF-kappa-B_inhibitor_alpha,0.3333,semEP
DB03619,Cholesterol_oxidase,0.3333,semEP
DB00192,Sodium_channel_protein_type_1_subunit_alpha,0.3333,semEP
DB13154,Voltage-dependent_T-type_calcium_channel_subunit_alpha-1G,0.3333,semEP
DB04214,Catechol_O-methyltransferase,0.3333,semEP
DB00995,Inhibitor_of_nuclear_factor_kappa-B_kinase_subunit_alpha,0.3333,semEP
DB01244,Potassium_channel_subfamily_K_member_2,0.3333,semEP
DB01136,Motilin_receptor,0.3333,semEP
DB00755,Secreted_frizzled-related_protein_4,0.3333,semEP
DB06709,Muscarinic_acetylcholine_receptor_M2,0.3333,semEP
DB01917,Candidapepsin-2,0.3333,semEP
DB05676,Nitric_oxide_synthase_brain,0.3333,semEP
DB03120,L-lactate_dehydrogenase,0.3333,semEP
DB00916,Cytochrome_P450_3A4,0.3333,semEP
DB00172,Microtubule-associated_protein_tau,0.3333,semEP
DB00139,Enoyl-[acyl-carrier-protein]_reductase_[NADH],0.3333,semEP
DB08080,Alpha-2A_adrenergic_receptor,0.3333,semEP
DB02481,Casein_kinase_II_subunit_alpha,0.3333,semEP
DB00509,Prostaglandin_G/H_synthase_2,0.3333,semEP
DB00788,S-phase_kinase-associated_protein_1,0.3333,semEP
DB03627,Thromboxane-A_synthase,0.3333,semEP
DB04664,GDP-mannose_6-dehydrogenase,0.3333,semEP
DB03929,Glycine_receptor_subunit_alpha-3,0.3333,semEP
DB06605,Prothrombin,0.3333,semEP
DB00174,Excitatory_amino_acid_transporter_2,0.3333,semEP
DB05413,Angiotensinogen,0.3333,semEP
DB00551,Aliphatic_amidase_expression-regulating_protein,0.3333,semEP
DB11157,Progesterone_receptor,0.3333,semEP
DB01593,Glucose-6-phosphate_isomerase,0.3333,semEP
DB01367,UDP-galactopyranose_mutase,0.3333,semEP
DB05478,Histone-lysine_N-methyltransferase_SETD7,0.3333,semEP
DB12010,Serine/threonine_protein_kinase_UL97,0.3333,semEP
DB02709,Peroxisome_proliferator-activated_receptor_delta,0.3333,semEP
DB02527,Phosphatidylinositol_5-phosphate_4-kinase_type-2_beta,0.3333,semEP
DB01273,D(2)_dopamine_receptor,0.3333,semEP
DB02216,Renin,0.3333,semEP
DB00786,Beta-lactamase,0.3333,semEP
DB08908,Pseudomonalisin,0.3333,semEP
DB04841,Succinate_dehydrogenase_[ubiquinone]_iron-sulfur_subunit_mitochondrial,0.3333,semEP
DB05708,Neuronal_acetylcholine_receptor_subunit_beta-4,0.3333,semEP
DB00780,Heterogeneous_nuclear_ribonucleoprotein_K,0.3333,semEP
DB02579,Malate_dehydrogenase,0.3333,semEP
DB04095,Hypoxanthine-guanine_phosphoribosyltransferase,0.3333,semEP
DB09289,Glutamate_receptor_ionotropic_NMDA_3A,0.3333,semEP
DB04464,Acetyl-CoA_acetyltransferase_mitochondrial,0.3333,semEP
DB04070,Methionine_aminopeptidase_1,0.3333,semEP
DB00130,Propionyl-CoA_carboxylase_beta_chain_mitochondrial,0.3333,semEP
DB00144,RAC-alpha_serine/threonine-protein_kinase,0.3333,semEP
DB02772,Cytochrome_P450_2B6,0.3333,semEP
DB11590,5-methyltetrahydrofolate_S-homocysteine_methyltransferase,0.3333,semEP
DB00605,Methylmalonic_aciduria_type_A_protein_mitochondrial,0.3333,semEP
DB00489,Beta-3_adrenergic_receptor,0.3333,semEP
DB02022,DNA_protection_during_starvation_protein,0.3333,semEP
DB00786,Xaa-Pro_aminopeptidase,0.3333,semEP
DB00245,Sodium-dependent_serotonin_transporter,0.3333,semEP
DB02325,Cytochrome_c4,0.3333,semEP
DB00336,Branched-chain-amino-acid_aminotransferase_cytosolic,0.3333,semEP
DB08837,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3333,semEP
DB00114,Dihydrolipoyllysine-residue_acetyltransferase_component_of_pyruvate_dehydrogenase_complex,0.3333,semEP
DB00648,L-fucose_isomerase,0.3333,semEP
DB12129,Cytohesin-2,0.3333,semEP
DB06124,Calcium-dependent_protein_kinase_1,0.3333,semEP
DB03566,Cellular_tumor_antigen_p53,0.3333,semEP
DB04464,Histamine_H2_receptor,0.3333,semEP
DB00569,RNA_polymerase_sigma_factor,0.3333,semEP
DB01744,Steroid_17-alpha-hydroxylase/17-20_lyase,0.3333,semEP
DB04866,Collagenase_3,0.3333,semEP
DB00142,Cytochrome_P450_2C8,0.3333,semEP
DB05959,D(4)_dopamine_receptor,0.3333,semEP
DB04464,Alpha-2B_adrenergic_receptor,0.3333,semEP
DB08084,Antithrombin-III,0.3333,semEP
DB09075,Urokinase-type_plasminogen_activator,0.3333,semEP
DB09270,Succinate_dehydrogenase_flavoprotein_subunit,0.3333,semEP
DB00347,Voltage-dependent_T-type_calcium_channel_subunit_alpha-1I,0.3333,semEP
DB00128,Serine--tRNA_ligase_cytoplasmic,0.3333,semEP
DB04455,Glycine_N-methyltransferase,0.3333,semEP
DB01860,Peroxisomal_acyl-coenzyme_A_oxidase_1,0.3333,semEP
DB00139,Prostacyclin_synthase,0.3333,semEP
DB01041,Inhibitor_of_nuclear_factor_kappa-B_kinase_subunit_beta,0.3333,semEP
DB04217,3-phosphoshikimate_1-carboxyvinyltransferase,0.3333,semEP
DB03756,Tyrosine--tRNA_ligase_cytoplasmic,0.3333,semEP
DB00795,Immunoglobulin_G-binding_protein_G,0.3333,semEP
DB07347,Alanine_aminotransferase_2,0.3333,semEP
DB01283,Cyclooxygenase_2,0.3333,semEP
DB01370,Amyloid-like_protein_2,0.3333,semEP
DB00161,[Citrate_[pro-3S]-lyase]_ligase,0.3333,semEP
DB04066,Adenylate_cyclase,0.3333,semEP
DB00184,Cytochrome_P450_2C8,0.3333,semEP
DB00448,Peptidyl-prolyl_cis-trans_isomerase_G,0.3333,semEP
DB00119,Hydroxyacid_oxidase_1,0.3333,semEP
DB01339,5-hydroxytryptamine_receptor_3A,0.3333,semEP
DB00925,HTH-type_transcriptional_regulator_QacR,0.3333,semEP
DB00141,6-phosphogluconate_dehydrogenase_decarboxylating,0.3333,semEP
DB03395,Proteasome_subunit_beta_type-5,0.3333,semEP
DB03147,Dihydroorotate_dehydrogenase_(quinone),0.3333,semEP
DB00848,Alpha-aminoadipic_semialdehyde_dehydrogenase,0.3333,semEP
DB07914,p-hydroxybenzoate_hydroxylase,0.3333,semEP
DB02643,Nuclear_receptor_subfamily_1_group_I_member_2,0.3333,semEP
DB00136,Serum_albumin,0.3333,semEP
DB08818,Coagulation_factor_X,0.3333,semEP
DB03552,Phenylalanine-4-hydroxylase,0.3333,semEP
DB02076,ERO1-like_protein_beta,0.3333,semEP
DB01472,Chromaffin_granule_amine_transporter,0.3333,semEP
DB06070,Caspase-8,0.3333,semEP
DB06732,Androgen_receptor,0.3333,semEP
DB03147,Morphinone_reductase,0.3333,semEP
DB06247,Glutamate_receptor_ionotropic_NMDA_2A,0.3333,semEP
DB11638,Alpha-amylase_2B,0.3333,semEP
DB02721,NAD-dependent_protein_deacylase_sirtuin-5_mitochondrial,0.3333,semEP
DB03203,Sigma_factor_SigB_regulation_protein_RsbQ,0.3333,semEP
DB03754,Tyrosine-protein_phosphatase_non-receptor_type_1,0.3333,semEP
DB01612,Guanylate_cyclase_soluble_subunit_alpha-2,0.3333,semEP
DB02974,Endonuclease_8-like_1,0.3333,semEP
DB06774,3-ketoacyl-CoA_thiolase_peroxisomal,0.3333,semEP
DB00698,Malate_dehydrogenase,0.3333,semEP
DB11638,Levansucrase,0.3333,semEP
DB04464,Hyaluronan_mediated_motility_receptor,0.3333,semEP
DB01683,Amine_oxidase_[flavin-containing]_A,0.3333,semEP
DB01032,NADH-ubiquinone_oxidoreductase_chain_1,0.3333,semEP
DB03429,Fructose-1-6-bisphosphatase_1,0.3333,semEP
DB03811,Histidine--tRNA_ligase_cytoplasmic,0.3333,semEP
DB00167,Leucine--tRNA_ligase_cytoplasmic,0.3333,semEP
DB00945,Inhibitor_of_nuclear_factor_kappa-B_kinase_subunit_alpha,0.3333,semEP
DB12565,Serum_albumin,0.3333,semEP
DB00284,Cyclomaltodextrin_glucanotransferase,0.3333,semEP
DB11455,Prostaglandin_G/H_synthase_2,0.3333,semEP
DB03518,KHG/KDPG_aldolase,0.3333,semEP
DB01373,E3_ubiquitin-protein_ligase_Mdm2,0.3333,semEP
DB01213,Neuronal_acetylcholine_receptor_subunit_alpha-10,0.3333,semEP
DB07348,Soluble_calcium-activated_nucleotidase_1,0.3333,semEP
DB02570,Aspartate_aminotransferase,0.3333,semEP
DB03317,Fumarate_reductase_flavoprotein_subunit,0.3333,semEP
DB04842,D(1A)_dopamine_receptor,0.3333,semEP
DB02717,Endoglucanase_G,0.3333,semEP
DB03206,Pancreatic_alpha-amylase,0.3333,semEP
DB03651,4-hydroxyphenylpyruvate_dioxygenase,0.3333,semEP
DB01226,Acetylcholinesterase,0.3333,semEP
DB01440,Neuronal_acetylcholine_receptor_subunit_alpha-2,0.3333,semEP
DB09207,Delta-hemolysin,0.3333,semEP
DB01677,Beta-lactamase_SHV-1,0.3333,semEP
DB02715,Succinyl-CoA:3-ketoacid_coenzyme_A_transferase_1_mitochondrial,0.3333,semEP
DB00419,Arginase-1,0.3333,semEP
DB00903,Catalase,0.3333,semEP
DB02721,Pancreatic_triacylglycerol_lipase,0.3333,semEP
DB02925,Solute_carrier_family_12_member_2,0.3333,semEP
DB06234,Aurora_kinase_B,0.3333,semEP
DB03608,Copper_transport_protein_ATOX1,0.3333,semEP
