Drug1,Drug2,Prob,Method
DB02300,Cholesterol_side-chain_cleavage_enzyme_mitochondrial,0.5076,BLM
DB00470,Sphingomyelin_phosphodiesterase,0.5076,BLM
DB00564,Myeloperoxidase,0.5071,BLM
DB00709,Myeloperoxidase,0.507,BLM
DB00136,Prostaglandin_G/H_synthase_2,0.507,BLM
DB00153,Prostaglandin_G/H_synthase_1,0.5069,BLM
DB00321,Myeloperoxidase,0.5067,BLM
DB00146,UDP-glucuronosyltransferase_1-9,0.5066,BLM
DB00136,Prostaglandin_G/H_synthase_1,0.5066,BLM
DB14002,Myeloperoxidase,0.5064,BLM
DB00197,Myeloperoxidase,0.5063,BLM
DB06412,Myeloperoxidase,0.5063,BLM
DB00153,Xanthine_dehydrogenase/oxidase,0.5063,BLM
DB01104,Myeloperoxidase,0.5062,BLM
DB00146,Xanthine_dehydrogenase/oxidase,0.5062,BLM
DB00146,Amine_oxidase_[flavin-containing]_A,0.5061,BLM
DB00136,Sterol_26-hydroxylase_mitochondrial,0.5061,BLM
DB00544,Myeloperoxidase,0.5059,BLM
DB00153,Cytochrome_P450_19A1,0.5059,BLM
DB00136,Cytochrome_P450_11B1_mitochondrial,0.5058,BLM
DB00495,Myeloperoxidase,0.5058,BLM
DB13874,Myeloperoxidase,0.5058,BLM
DB04725,Myeloperoxidase,0.5057,BLM
DB00396,Myeloperoxidase,0.5057,BLM
DB00136,UDP-glucuronosyltransferase_1-9,0.5057,BLM
DB13174,Myeloperoxidase,0.5055,BLM
DB04920,Myeloperoxidase,0.5054,BLM
DB02300,Amine_oxidase_[flavin-containing]_A,0.5054,BLM
DB06778,Succinate_dehydrogenase_[ubiquinone]_flavoprotein_subunit_mitochondrial,0.5054,BLM
DB00641,Myeloperoxidase,0.5054,BLM
DB00220,Myeloperoxidase,0.5053,BLM
DB01184,Myeloperoxidase,0.5053,BLM
DB00146,UDP-glucuronosyltransferase_2B7,0.5053,BLM
DB00910,Cytochrome_P450_3A43,0.5052,BLM
DB06176,Myeloperoxidase,0.5052,BLM
DB00136,Cytochrome_P450_4A11,0.5051,BLM
DB01026,Myeloperoxidase,0.5051,BLM
DB00153,Aldehyde_oxidase,0.5051,BLM
DB00514,Myeloperoxidase,0.505,BLM
DB00910,Cytochrome_P450_11B1_mitochondrial,0.505,BLM
DB00503,Myeloperoxidase,0.505,BLM
DB13954,Myeloperoxidase,0.5049,BLM
DB09221,Myeloperoxidase,0.5048,BLM
DB00818,Myeloperoxidase,0.5048,BLM
DB00136,Liver_carboxylesterase_1,0.5048,BLM
DB00776,Myeloperoxidase,0.5047,BLM
DB02300,Arylamine_N-acetyltransferase_2,0.5046,BLM
DB01142,Myeloperoxidase,0.5046,BLM
DB00472,Myeloperoxidase,0.5045,BLM
DB00184,Myeloperoxidase,0.5044,BLM
DB02300,Cytochrome_P450_11B1_mitochondrial,0.5044,BLM
DB00136,Vitamin_D_25-hydroxylase,0.5044,BLM
DB00136,Cytochrome_P450_2C18,0.5043,BLM
DB01026,Prostaglandin_G/H_synthase_2,0.5043,BLM
DB00412,Myeloperoxidase,0.5043,BLM
DB00972,Myeloperoxidase,0.5043,BLM
DB00910,UDP-glucuronosyltransferase_1-3,0.5042,BLM
DB01544,Myeloperoxidase,0.5041,BLM
DB13946,Myeloperoxidase,0.5041,BLM
DB00568,Myeloperoxidase,0.504,BLM
DB13257,Cytochrome_c_oxidase_subunit_1,0.504,BLM
DB01067,Myeloperoxidase,0.504,BLM
DB00136,Cytochrome_P450_19A1,0.504,BLM
DB00910,Cytochrome_P450_4A11,0.504,BLM
DB00502,Myeloperoxidase,0.504,BLM
DB00136,NADPH--cytochrome_P450_reductase,0.504,BLM
DB01048,Myeloperoxidase,0.504,BLM
DB14006,Myeloperoxidase,0.5039,BLM
DB13943,Myeloperoxidase,0.5039,BLM
DB00091,Myeloperoxidase,0.5039,BLM
DB00328,Myeloperoxidase,0.5039,BLM
DB02300,Aldehyde_oxidase,0.5039,BLM
DB11672,Myeloperoxidase,0.5039,BLM
DB00136,Aromatic-L-amino-acid_decarboxylase,0.5038,BLM
DB08896,Myeloperoxidase,0.5038,BLM
DB02300,Cytochrome_P450_3A43,0.5037,BLM
DB00910,Cytochrome_P450_2J2,0.5036,BLM
DB00468,Myeloperoxidase,0.5036,BLM
DB00744,Myeloperoxidase,0.5036,BLM
DB00910,UDP-glucuronosyltransferase_1-8,0.5035,BLM
DB00910,UDP-glucuronosyltransferase_1-6,0.5035,BLM
DB00993,Myeloperoxidase,0.5035,BLM
DB00136,UDP-glucuronosyltransferase_1-4,0.5035,BLM
DB06739,Myeloperoxidase,0.5034,BLM
DB00987,Myeloperoxidase,0.5034,BLM
DB00146,Aldehyde_oxidase,0.5034,BLM
DB00356,Myeloperoxidase,0.5034,BLM
DB01166,Myeloperoxidase,0.5034,BLM
DB01115,Myeloperoxidase,0.5033,BLM
DB00910,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5033,BLM
DB00146,Cytochrome_P450_11B2_mitochondrial,0.5033,BLM
DB00205,Myeloperoxidase,0.5032,BLM
DB00731,Myeloperoxidase,0.5032,BLM
DB00910,Liver_carboxylesterase_1,0.5032,BLM
DB14001,Myeloperoxidase,0.5031,BLM
DB00470,N-acylethanolamine-hydrolyzing_acid_amidase,0.5031,BLM
DB00661,Myeloperoxidase,0.5031,BLM
DB01095,Myeloperoxidase,0.5031,BLM
DB00494,Myeloperoxidase,0.503,BLM
DB00146,Amine_oxidase_[flavin-containing]_B,0.503,BLM
DB00857,Myeloperoxidase,0.503,BLM
DB00783,Myeloperoxidase,0.503,BLM
DB00575,Myeloperoxidase,0.503,BLM
DB00238,Myeloperoxidase,0.5029,BLM
DB00146,UDP-glucuronosyltransferase_1-4,0.5028,BLM
DB00175,Myeloperoxidase,0.5028,BLM
DB06626,Myeloperoxidase,0.5027,BLM
DB00136,Glutathione_S-transferase_A2,0.5027,BLM
DB00921,Myeloperoxidase,0.5027,BLM
DB00783,Cytochrome_P450_2C18,0.5026,BLM
DB06595,Myeloperoxidase,0.5026,BLM
DB00748,Myeloperoxidase,0.5026,BLM
DB00153,UDP-glucuronosyltransferase_2B15,0.5026,BLM
DB06403,Myeloperoxidase,0.5026,BLM
DB01041,Myeloperoxidase,0.5026,BLM
DB00532,Myeloperoxidase,0.5025,BLM
DB00136,Thiopurine_S-methyltransferase,0.5025,BLM
DB00672,Myeloperoxidase,0.5025,BLM
DB01914,Hexokinase,0.5025,BLM
DB06729,Myeloperoxidase,0.5025,BLM
DB00153,UDP-glucuronosyltransferase_1-4,0.5025,BLM
DB00196,Myeloperoxidase,0.5024,BLM
DB00150,Myeloperoxidase,0.5024,BLM
DB00136,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5024,BLM
DB00977,Myeloperoxidase,0.5024,BLM
DB03783,Myeloperoxidase,0.5024,BLM
DB06712,Myeloperoxidase,0.5023,BLM
DB02300,Cytochrome_P450_2J2,0.5023,BLM
DB04946,Myeloperoxidase,0.5023,BLM
DB01007,Myeloperoxidase,0.5023,BLM
DB00910,Aldehyde_oxidase,0.5023,BLM
DB00215,Myeloperoxidase,0.5023,BLM
DB13952,Myeloperoxidase,0.5023,BLM
DB00458,Myeloperoxidase,0.5023,BLM
DB00910,Cytochrome_P450_11B2_mitochondrial,0.5022,BLM
DB01009,Myeloperoxidase,0.5022,BLM
DB06803,Myeloperoxidase,0.5022,BLM
DB00910,UDP-glucuronosyltransferase_1-10,0.5022,BLM
DB01110,Myeloperoxidase,0.5021,BLM
DB00910,Amine_oxidase_[flavin-containing]_B,0.5021,BLM
DB00153,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5021,BLM
DB06148,Myeloperoxidase,0.5021,BLM
DB06210,Myeloperoxidase,0.5021,BLM
DB01006,Myeloperoxidase,0.502,BLM
DB01217,Myeloperoxidase,0.502,BLM
DB00338,Myeloperoxidase,0.502,BLM
DB02300,UDP-glucuronosyltransferase_1-3,0.502,BLM
DB00295,Myeloperoxidase,0.502,BLM
DB00910,Glutamine_synthetase,0.502,BLM
DB00146,UDP-glucuronosyltransferase_1-8,0.502,BLM
DB00146,NADPH--cytochrome_P450_reductase,0.502,BLM
DB02300,Liver_carboxylesterase_1,0.502,BLM
DB00916,Myeloperoxidase,0.502,BLM
DB00322,Myeloperoxidase,0.5019,BLM
DB00136,Cytochrome_P450_2J2,0.5019,BLM
DB04794,Myeloperoxidase,0.5018,BLM
DB00136,Cytochrome_P450_11B2_mitochondrial,0.5018,BLM
DB01685,Myeloperoxidase,0.5018,BLM
DB00758,Myeloperoxidase,0.5018,BLM
DB02300,Thiopurine_S-methyltransferase,0.5018,BLM
DB00624,Cytochrome_P450_1A2,0.5018,BLM
DB00146,Liver_carboxylesterase_1,0.5018,BLM
DB00153,UDP-glucuronosyltransferase_1-6,0.5018,BLM
DB00910,UDP-glucuronosyltransferase_2B4,0.5018,BLM
DB01151,Myeloperoxidase,0.5018,BLM
DB00201,Myeloperoxidase,0.5018,BLM
DB00281,Myeloperoxidase,0.5017,BLM
DB00701,Myeloperoxidase,0.5017,BLM
DB09068,Myeloperoxidase,0.5017,BLM
DB00987,Deoxyguanosine_kinase_mitochondrial,0.5017,BLM
DB00420,Cytochrome_P450_1A1,0.5017,BLM
DB00136,CYP2B_protein,0.5016,BLM
DB00136,Arylamine_N-acetyltransferase_2,0.5016,BLM
DB00608,Myeloperoxidase,0.5016,BLM
DB00381,Myeloperoxidase,0.5015,BLM
DB00625,Myeloperoxidase,0.5015,BLM
DB01167,Myeloperoxidase,0.5015,BLM
DB00343,Myeloperoxidase,0.5015,BLM
DB00146,CYP2B_protein,0.5015,BLM
DB02300,CYP2B_protein,0.5015,BLM
DB00136,Methylenetetrahydrofolate_reductase,0.5015,BLM
DB00146,Fatty-acid_amide_hydrolase_1,0.5015,BLM
DB00501,Myeloperoxidase,0.5014,BLM
DB06819,Cytochrome_P450_1A1,0.5014,BLM
DB04953,Myeloperoxidase,0.5014,BLM
DB00910,Cytochrome_P450_26A1,0.5013,BLM
DB00910,NAD(P)H_dehydrogenase_[quinone]_1,0.5013,BLM
DB00481,Myeloperoxidase,0.5013,BLM
DB00153,Thiopurine_S-methyltransferase,0.5013,BLM
DB00146,UDP-glucuronosyltransferase_1-10,0.5013,BLM
DB00146,Arylamine_N-acetyltransferase_2,0.5013,BLM
DB01223,Myeloperoxidase,0.5012,BLM
DB01101,Myeloperoxidase,0.5012,BLM
DB00655,Myeloperoxidase,0.5012,BLM
DB00910,Amine_oxidase_[flavin-containing]_A,0.5012,BLM
DB06695,Myeloperoxidase,0.5012,BLM
DB02300,UDP-glucuronosyltransferase_1-6,0.5012,BLM
DB00146,Thiopurine_S-methyltransferase,0.5012,BLM
DB06605,Myeloperoxidase,0.5012,BLM
DB00379,Myeloperoxidase,0.5012,BLM
DB13746,Myeloperoxidase,0.5012,BLM
DB00136,Cytosolic_phospholipase_A2,0.5012,BLM
DB00136,UDP-glucuronosyltransferase_2B15,0.5012,BLM
DB00673,Myeloperoxidase,0.5011,BLM
DB00146,Aromatic-L-amino-acid_decarboxylase,0.5011,BLM
DB04841,Myeloperoxidase,0.5011,BLM
DB00146,Cytochrome_P450_2J2,0.5011,BLM
DB00433,Myeloperoxidase,0.5011,BLM
DB00683,Myeloperoxidase,0.5011,BLM
DB00910,NADPH--cytochrome_P450_reductase,0.5011,BLM
DB01198,Myeloperoxidase,0.5011,BLM
DB00146,UDP-glucuronosyltransferase_2B15,0.5011,BLM
DB02300,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5011,BLM
DB00379,Cytochrome_P450_1A1,0.5011,BLM
DB06510,Myeloperoxidase,0.501,BLM
DB00448,Myeloperoxidase,0.501,BLM
DB00136,Phospholipase_A2,0.501,BLM
DB00136,Fatty-acid_amide_hydrolase_1,0.501,BLM
DB01023,Myeloperoxidase,0.5009,BLM
DB01149,Myeloperoxidase,0.5009,BLM
DB06789,Myeloperoxidase,0.5009,BLM
DB00470,Arachidonate_15-lipoxygenase,0.5009,BLM
DB00153,Glutathione_S-transferase_A1,0.5009,BLM
DB00910,Fatty-acid_amide_hydrolase_1,0.5009,BLM
DB02300,Cytochrome_P450_4A11,0.5009,BLM
DB00544,Prostaglandin_G/H_synthase_2,0.5009,BLM
DB00420,Myeloperoxidase,0.5009,BLM
DB00470,Myeloperoxidase,0.5008,BLM
DB01072,Myeloperoxidase,0.5008,BLM
DB09498,Intestinal-type_alkaline_phosphatase,0.5008,BLM
DB00146,Methylenetetrahydrofolate_reductase,0.5008,BLM
DB00418,Myeloperoxidase,0.5008,BLM
DB00907,Myeloperoxidase,0.5008,BLM
DB00988,Myeloperoxidase,0.5008,BLM
DB00153,Dopamine_beta-hydroxylase,0.5008,BLM
DB09198,Myeloperoxidase,0.5008,BLM
DB00834,Myeloperoxidase,0.5008,BLM
DB00153,Glutathione_S-transferase_Mu_1,0.5007,BLM
DB01211,Myeloperoxidase,0.5007,BLM
DB00623,Myeloperoxidase,0.5007,BLM
DB00136,UDP-glucuronosyltransferase_1-6,0.5007,BLM
DB00153,Liver_carboxylesterase_1,0.5007,BLM
DB00146,Cytosolic_phospholipase_A2,0.5007,BLM
DB00802,Myeloperoxidase,0.5007,BLM
DB00622,Myeloperoxidase,0.5007,BLM
DB00709,Deoxyguanosine_kinase_mitochondrial,0.5007,BLM
DB00973,Myeloperoxidase,0.5007,BLM
DB01388,Myeloperoxidase,0.5007,BLM
DB00910,Cytochrome_P450_4B1,0.5007,BLM
DB00879,Myeloperoxidase,0.5006,BLM
DB00910,Thiopurine_S-methyltransferase,0.5006,BLM
DB00136,6-phosphogluconate_dehydrogenase_decarboxylating,0.5006,BLM
DB01118,Myeloperoxidase,0.5006,BLM
DB02300,Cytochrome_P450_4B1,0.5006,BLM
DB02300,Dopamine_beta-hydroxylase,0.5006,BLM
DB00755,Myeloperoxidase,0.5006,BLM
DB00398,Myeloperoxidase,0.5006,BLM
DB01435,Myeloperoxidase,0.5006,BLM
DB00745,Myeloperoxidase,0.5006,BLM
DB00910,Cytosolic_phospholipase_A2,0.5006,BLM
DB09237,Nitric_oxide_synthase_brain,0.5006,BLM
DB01136,Myeloperoxidase,0.5006,BLM
DB00136,Aldehyde_dehydrogenase_mitochondrial,0.5006,BLM
DB00289,Myeloperoxidase,0.5006,BLM
DB06710,Myeloperoxidase,0.5005,BLM
DB00910,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5005,BLM
DB00762,Myeloperoxidase,0.5005,BLM
DB00157,Alcohol_dehydrogenase_1C,0.5005,BLM
DB00633,Myeloperoxidase,0.5005,BLM
DB01128,Myeloperoxidase,0.5005,BLM
DB00917,Myeloperoxidase,0.5005,BLM
DB00763,Myeloperoxidase,0.5005,BLM
DB00851,Myeloperoxidase,0.5005,BLM
DB01068,Myeloperoxidase,0.5004,BLM
DB09282,Myeloperoxidase,0.5004,BLM
DB00757,Myeloperoxidase,0.5004,BLM
DB02300,Cytosolic_phospholipase_A2,0.5004,BLM
DB00382,Myeloperoxidase,0.5004,BLM
DB00717,Myeloperoxidase,0.5004,BLM
DB00863,Myeloperoxidase,0.5004,BLM
DB00958,Aldehyde_oxidase,0.5004,BLM
DB00146,Arachidonate_15-lipoxygenase,0.5004,BLM
DB00910,Glutathione_reductase_mitochondrial,0.5004,BLM
DB01174,Myeloperoxidase,0.5003,BLM
DB00471,Myeloperoxidase,0.5003,BLM
DB00784,Myeloperoxidase,0.5003,BLM
DB00136,UDP-glucuronosyltransferase_1-10,0.5003,BLM
DB00620,Myeloperoxidase,0.5003,BLM
DB00146,UDP-glucuronosyltransferase_1-3,0.5003,BLM
DB01079,Myeloperoxidase,0.5003,BLM
DB00904,Myeloperoxidase,0.5002,BLM
DB05812,Myeloperoxidase,0.5002,BLM
DB12332,Myeloperoxidase,0.5002,BLM
DB00636,Myeloperoxidase,0.5002,BLM
DB00146,Arachidonate_5-lipoxygenase,0.5002,BLM
DB12070,Myeloperoxidase,0.5002,BLM
DB01045,Myeloperoxidase,0.5002,BLM
DB00231,Myeloperoxidase,0.5002,BLM
DB00363,Myeloperoxidase,0.5002,BLM
DB00136,UDP-glucuronosyltransferase_1-7,0.5002,BLM
DB06292,Myeloperoxidase,0.5002,BLM
DB13941,Myeloperoxidase,0.5002,BLM
DB00153,Glutathione_S-transferase_theta-1,0.5002,BLM
DB00136,Cytochrome_P450_26A1,0.5002,BLM
DB00613,Myeloperoxidase,0.5002,BLM
DB11590,Myeloperoxidase,0.5001,BLM
DB01229,Myeloperoxidase,0.5001,BLM
DB01008,Glutathione_S-transferase_Mu_3,0.5001,BLM
DB00146,Carboxylesterase,0.5001,BLM
DB00136,Carbonyl_reductase_[NADPH]_1,0.5001,BLM
DB00136,Cytochrome_P450_4B1,0.5001,BLM
DB11156,Myeloperoxidase,0.5001,BLM
DB02300,UDP-glucuronosyltransferase_2B4,0.5001,BLM
DB00342,Myeloperoxidase,0.5001,BLM
DB00153,Cytosolic_phospholipase_A2,0.5001,BLM
DB00153,Tryptophan_2-3-dioxygenase,0.5001,BLM
DB00146,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5001,BLM
DB00153,CYP2B_protein,0.5,BLM
DB00850,Myeloperoxidase,0.5,BLM
DB00136,Leukotriene-B(4)_omega-hydroxylase_1,0.5,BLM
DB00153,Arachidonate_5-lipoxygenase,0.5,BLM
DB12831,Prothrombin,0.5,BLM
DB00146,NAD(P)H_dehydrogenase_[quinone]_1,0.5,BLM
DB01558,Myeloperoxidase,0.5,BLM
DB00136,NAD(P)H_dehydrogenase_[quinone]_1,0.5,BLM
DB01173,Myeloperoxidase,0.5,BLM
DB01403,Myeloperoxidase,0.5,BLM
DB00153,Superoxide_dismutase_[Cu-Zn],0.4999,BLM
DB00146,Quinone_oxidoreductase,0.4999,BLM
DB00193,Myeloperoxidase,0.4999,BLM
DB02300,Proline_dehydrogenase_1_mitochondrial,0.4999,BLM
DB01262,Myeloperoxidase,0.4999,BLM
DB00553,Myeloperoxidase,0.4999,BLM
DB00333,Myeloperoxidase,0.4999,BLM
DB09166,Myeloperoxidase,0.4999,BLM
DB09212,Myeloperoxidase,0.4998,BLM
DB00910,Lanosterol_14-alpha_demethylase,0.4998,BLM
DB00146,UDP-glucuronosyltransferase_2B4,0.4998,BLM
DB08798,Myeloperoxidase,0.4998,BLM
DB09214,Myeloperoxidase,0.4998,BLM
DB00153,Steryl-sulfatase,0.4998,BLM
DB00146,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.4998,BLM
DB12483,Myeloperoxidase,0.4998,BLM
DB00153,UDP-glucuronosyltransferase_2B10,0.4998,BLM
DB00146,Superoxide_dismutase_[Cu-Zn],0.4998,BLM
DB01075,Myeloperoxidase,0.4997,BLM
DB00136,Bile_salt_sulfotransferase,0.4997,BLM
DB04840,Myeloperoxidase,0.4997,BLM
DB09327,Myeloperoxidase,0.4997,BLM
DB00580,Myeloperoxidase,0.4997,BLM
DB00146,Bile_salt_sulfotransferase,0.4997,BLM
