Drug1,Drug2,Prob,Method
DB09072,Amine_oxidase_[flavin-containing]_A,0.6148,GIP
DB00153,Cytochrome_P450_1A2,0.6111,BLM
DB00146,Cytochrome_P450_2C19,0.6107,BLM
DB00153,Cytochrome_P450_2D6,0.6081,BLM
DB00586,Prostaglandin_G/H_synthase_2,0.6046,BLM
DB00136,Cytochrome_P450_2C19,0.6038,BLM
DB09072,Amine_oxidase_[flavin-containing]_B,0.5991,GIP
DB02300,Cytochrome_P450_2C8,0.5953,BLM
DB00146,Cytochrome_P450_2C8,0.5946,BLM
DB00127,Retinal_dehydrogenase_1,0.5932,GIP
DB00910,Cytochrome_P450_2C8,0.5928,BLM
DB06728,Retinal_dehydrogenase_1,0.5916,GIP
DB00910,Cytochrome_P450_3A5,0.5897,BLM
DB06689,Aldehyde_dehydrogenase_mitochondrial,0.5895,GIP
DB00153,Cytochrome_P450_2C8,0.5883,BLM
DB09031,Carbonyl_reductase_[NADPH]_1,0.5873,GIP
DB02300,Cytochrome_P450_3A5,0.5823,BLM
DB00136,Cytochrome_P450_3A5,0.5808,BLM
DB00146,Cytochrome_P450_3A5,0.5805,BLM
DB06689,Retinal_dehydrogenase_1,0.5782,GIP
DB00153,Cytochrome_P450_3A5,0.5778,BLM
DB04827,Amine_oxidase_[flavin-containing]_A,0.5769,GIP
DB00146,Vitamin_D_25-hydroxylase,0.5731,BLM
DB00136,Cytochrome_P450_2C8,0.5678,BLM
DB01698,Cytochrome_P450_2C19,0.5663,BLM
DB00146,Cytochrome_P450_2B6,0.5631,BLM
DB00136,Cytochrome_P450_3A7,0.5594,BLM
DB00136,Cytochrome_P450_2E1,0.5589,BLM
DB00910,Cytochrome_P450_2E1,0.5575,BLM
DB02300,Cytochrome_P450_3A7,0.5567,BLM
DB02300,Cytochrome_P450_2B6,0.5558,BLM
DB00153,Cytochrome_P450_2B6,0.5548,BLM
DB00623,Cytochrome_P450_1A1,0.5546,BLM
DB00910,Cytochrome_P450_3A7,0.5542,BLM
DB00136,Cytochrome_P450_2B6,0.5536,BLM
DB01223,Cytochrome_P450_1A1,0.5532,BLM
DB00316,Carbonyl_reductase_[NADPH]_1,0.5512,GIP
DB00533,Cytochrome_P450_1A1,0.551,BLM
DB00153,Cytochrome_P450_3A7,0.5503,BLM
DB02300,Cytochrome_P450_1A1,0.5502,BLM
DB00934,Cytochrome_P450_1A1,0.5493,BLM
DB00153,Cytochrome_P450_1A1,0.5479,BLM
DB00169,1-25-dihydroxyvitamin_D(3)_24-hydroxylase_mitochondrial,0.5472,BLM
DB00146,Cytochrome_P450_2E1,0.544,BLM
DB00153,Cytochrome_P450_2E1,0.5437,BLM
DB00969,Cytochrome_P450_1A1,0.5431,BLM
DB00788,Cytochrome_P450_1A1,0.5424,BLM
DB00146,Cytochrome_P450_3A7,0.5409,BLM
DB00910,Sterol_26-hydroxylase_mitochondrial,0.5406,BLM
DB00146,Cytochrome_P450_1A1,0.54,BLM
DB08881,Cytochrome_P450_1A1,0.5395,BLM
DB00136,Cytochrome_P450_1A1,0.5378,BLM
DB01234,Cytochrome_P450_1A2,0.5367,BLM
DB05271,Cytochrome_P450_1A1,0.5367,BLM
DB00549,Prostaglandin_G/H_synthase_2,0.5367,BLM
DB00136,UDP-glucuronosyltransferase_1-1,0.5367,BLM
DB01167,Cytochrome_P450_1A2,0.5363,BLM
DB09061,Myeloperoxidase,0.5363,BLM
DB00268,Cytochrome_P450_1A1,0.5354,BLM
DB00910,Cytochrome_P450_1A1,0.5343,BLM
DB06589,Cytochrome_P450_1A1,0.5342,BLM
DB00195,Cytochrome_P450_1A1,0.5334,BLM
DB00146,UDP-glucuronosyltransferase_1-1,0.5324,BLM
DB06820,Cytochrome_P450_1A1,0.5322,BLM
DB14011,Myeloperoxidase,0.5321,BLM
DB01418,Cytochrome_P450_1A1,0.5316,BLM
DB11640,Carbonyl_reductase_[NADPH]_1,0.5315,GIP
DB00910,UDP-glucuronosyltransferase_1-1,0.5307,BLM
DB02486,Retinal_dehydrogenase_1,0.5303,GIP
DB09080,Cytochrome_P450_2C19,0.5299,BLM
DB05219,Cytochrome_P450_1A1,0.5297,BLM
DB00153,Cytochrome_P450_2A6,0.5278,BLM
DB00917,Cytochrome_P450_1A1,0.5274,BLM
DB01213,Aldehyde_dehydrogenase_mitochondrial,0.526,GIP
DB00477,Cytochrome_P450_1A1,0.5248,BLM
DB00153,Cholinesterase,0.5244,BLM
DB00146,Cholinesterase,0.5235,BLM
DB00127,Amine_oxidase_[flavin-containing]_B,0.5235,GIP
DB05708,Cytochrome_P450_1A1,0.5214,BLM
DB02300,Cytochrome_P450_2A6,0.5213,BLM
DB00904,Cytochrome_P450_1A1,0.5212,BLM
DB00910,Cholinesterase,0.5211,BLM
DB03822,Amine_oxidase_[flavin-containing]_B,0.5204,GIP
DB00146,Cytochrome_P450_19A1,0.52,BLM
DB00130,Myeloperoxidase,0.5193,BLM
DB04920,Cytochrome_P450_1A1,0.5192,BLM
DB00146,Prostaglandin_G/H_synthase_1,0.5188,BLM
DB00910,Cytochrome_P450_19A1,0.5186,BLM
DB00136,Deoxycytidine_kinase,0.5179,BLM
DB00146,Cytochrome_P450_2A6,0.517,BLM
DB02300,Cytochrome_P450_19A1,0.5169,BLM
DB00161,Retinal_dehydrogenase_1,0.5167,GIP
DB00755,Cytochrome_P450_2C19,0.5161,BLM
DB00136,Cholinesterase,0.5158,BLM
DB09130,Myeloperoxidase,0.5157,BLM
DB02300,Cholinesterase,0.5149,BLM
DB03568,Aldehyde_dehydrogenase_mitochondrial,0.5148,GIP
DB00624,Myeloperoxidase,0.5147,BLM
DB02300,UDP-glucuronosyltransferase_1-9,0.5146,BLM
DB00136,Cytochrome_P450_2A6,0.5142,BLM
DB00910,Prostaglandin_G/H_synthase_1,0.5141,BLM
DB03822,Amine_oxidase_[flavin-containing]_A,0.514,GIP
DB02300,25-hydroxyvitamin_D-1_alpha_hydroxylase_mitochondrial,0.514,BLM
DB00136,UDP-glucuronosyltransferase_2B7,0.514,BLM
DB04827,Xanthine_dehydrogenase/oxidase,0.5136,BLM
DB01234,Myeloperoxidase,0.5129,BLM
DB00136,UDP-glucuronosyltransferase_1-3,0.5126,BLM
DB00153,Amine_oxidase_[flavin-containing]_A,0.5124,BLM
DB00153,UDP-glucuronosyltransferase_1-3,0.5122,BLM
DB00153,Cytochrome_P450_2C18,0.5121,BLM
DB00617,Cytochrome_P450_2C19,0.5118,BLM
DB00402,Prostaglandin_G/H_synthase_2,0.5117,BLM
DB00136,Cytochrome_P450_1B1,0.5116,BLM
DB00910,Cytochrome_P450_1B1,0.5116,BLM
DB00910,Cytochrome_P450_2C18,0.5115,BLM
DB00153,Cytochrome_P450_3A43,0.5114,BLM
DB13749,Myeloperoxidase,0.5112,BLM
DB00910,Cholesterol_side-chain_cleavage_enzyme_mitochondrial,0.5109,BLM
DB00136,Amine_oxidase_[flavin-containing]_B,0.5108,BLM
DB00297,Cytochrome_P450_1A1,0.5106,BLM
DB00675,Myeloperoxidase,0.5104,BLM
DB00146,Cytochrome_P450_2C18,0.5103,BLM
DB00136,Cytochrome_P450_3A43,0.5102,BLM
DB13944,Myeloperoxidase,0.5101,BLM
DB00227,Myeloperoxidase,0.5099,BLM
DB02300,Prostaglandin_G/H_synthase_1,0.5097,BLM
DB00134,Myeloperoxidase,0.5096,BLM
DB00146,Cytochrome_P450_3A43,0.5094,BLM
DB00136,Xanthine_dehydrogenase/oxidase,0.5094,BLM
DB00257,Myeloperoxidase,0.5091,BLM
DB02300,Xanthine_dehydrogenase/oxidase,0.5091,BLM
DB00146,Cytochrome_P450_1B1,0.509,BLM
DB02300,Prostaglandin_G/H_synthase_2,0.509,BLM
DB00153,Prostaglandin_G/H_synthase_2,0.5089,BLM
DB00773,Myeloperoxidase,0.5087,BLM
DB00136,Cholesterol_side-chain_cleavage_enzyme_mitochondrial,0.5087,BLM
DB00910,25-hydroxyvitamin_D-1_alpha_hydroxylase_mitochondrial,0.5086,BLM
DB00136,Amine_oxidase_[flavin-containing]_A,0.5086,BLM
DB02300,Amine_oxidase_[flavin-containing]_B,0.5084,BLM
DB02300,Cytochrome_P450_2C18,0.5082,BLM
DB00163,Myeloperoxidase,0.5079,BLM
DB00470,Arylalkylamine_N-acetyltransferase,0.5078,BLM
DB11638,Myeloperoxidase,0.5078,BLM
DB00943,Myeloperoxidase,0.5078,BLM
DB00910,Xanthine_dehydrogenase/oxidase,0.5077,BLM
DB00470,Sphingomyelin_phosphodiesterase,0.5076,BLM
DB02300,Cholesterol_side-chain_cleavage_enzyme_mitochondrial,0.5076,BLM
DB00564,Myeloperoxidase,0.5071,BLM
DB00709,Myeloperoxidase,0.507,BLM
DB00136,Prostaglandin_G/H_synthase_2,0.507,BLM
DB00153,Prostaglandin_G/H_synthase_1,0.5069,BLM
DB00321,Myeloperoxidase,0.5067,BLM
DB00146,UDP-glucuronosyltransferase_1-9,0.5066,BLM
DB00136,Prostaglandin_G/H_synthase_1,0.5066,BLM
DB14002,Myeloperoxidase,0.5064,BLM
DB00153,Xanthine_dehydrogenase/oxidase,0.5063,BLM
DB00197,Myeloperoxidase,0.5063,BLM
DB06412,Myeloperoxidase,0.5063,BLM
DB00146,Xanthine_dehydrogenase/oxidase,0.5062,BLM
DB01104,Myeloperoxidase,0.5062,BLM
DB00136,Sterol_26-hydroxylase_mitochondrial,0.5061,BLM
DB00146,Amine_oxidase_[flavin-containing]_A,0.5061,BLM
DB00153,Cytochrome_P450_19A1,0.5059,BLM
DB00544,Myeloperoxidase,0.5059,BLM
DB13874,Myeloperoxidase,0.5058,BLM
DB00136,Cytochrome_P450_11B1_mitochondrial,0.5058,BLM
DB00711,Carbonyl_reductase_[NADPH]_1,0.5058,GIP
DB00495,Myeloperoxidase,0.5058,BLM
DB00396,Myeloperoxidase,0.5057,BLM
DB04725,Myeloperoxidase,0.5057,BLM
DB00136,UDP-glucuronosyltransferase_1-9,0.5057,BLM
DB13174,Myeloperoxidase,0.5055,BLM
DB04920,Myeloperoxidase,0.5054,BLM
DB02300,Amine_oxidase_[flavin-containing]_A,0.5054,BLM
DB06778,Succinate_dehydrogenase_[ubiquinone]_flavoprotein_subunit_mitochondrial,0.5054,BLM
DB00641,Myeloperoxidase,0.5054,BLM
DB00220,Myeloperoxidase,0.5053,BLM
DB01184,Myeloperoxidase,0.5053,BLM
DB00146,UDP-glucuronosyltransferase_2B7,0.5053,BLM
DB00910,Cytochrome_P450_3A43,0.5052,BLM
DB06176,Myeloperoxidase,0.5052,BLM
DB00153,Aldehyde_oxidase,0.5051,BLM
DB01026,Myeloperoxidase,0.5051,BLM
DB00136,Cytochrome_P450_4A11,0.5051,BLM
DB00514,Myeloperoxidase,0.505,BLM
DB00910,Cytochrome_P450_11B1_mitochondrial,0.505,BLM
DB00503,Myeloperoxidase,0.505,BLM
DB13954,Myeloperoxidase,0.5049,BLM
DB09221,Myeloperoxidase,0.5048,BLM
DB00818,Myeloperoxidase,0.5048,BLM
DB00136,Liver_carboxylesterase_1,0.5048,BLM
DB00776,Myeloperoxidase,0.5047,BLM
DB02300,Arylamine_N-acetyltransferase_2,0.5046,BLM
DB01142,Myeloperoxidase,0.5046,BLM
DB00472,Myeloperoxidase,0.5045,BLM
DB00184,Myeloperoxidase,0.5044,BLM
DB00136,Vitamin_D_25-hydroxylase,0.5044,BLM
DB02300,Cytochrome_P450_11B1_mitochondrial,0.5044,BLM
DB01026,Prostaglandin_G/H_synthase_2,0.5043,BLM
DB00972,Myeloperoxidase,0.5043,BLM
DB00412,Myeloperoxidase,0.5043,BLM
DB00136,Cytochrome_P450_2C18,0.5043,BLM
DB00910,UDP-glucuronosyltransferase_1-3,0.5042,BLM
DB01544,Myeloperoxidase,0.5041,BLM
DB13946,Myeloperoxidase,0.5041,BLM
DB00136,Cytochrome_P450_19A1,0.504,BLM
DB01048,Myeloperoxidase,0.504,BLM
DB00502,Myeloperoxidase,0.504,BLM
DB00136,NADPH--cytochrome_P450_reductase,0.504,BLM
DB01067,Myeloperoxidase,0.504,BLM
DB13257,Cytochrome_c_oxidase_subunit_1,0.504,BLM
DB00568,Myeloperoxidase,0.504,BLM
DB00910,Cytochrome_P450_4A11,0.504,BLM
DB14006,Myeloperoxidase,0.5039,BLM
DB13943,Myeloperoxidase,0.5039,BLM
DB00091,Myeloperoxidase,0.5039,BLM
DB00328,Myeloperoxidase,0.5039,BLM
DB02300,Aldehyde_oxidase,0.5039,BLM
DB11672,Myeloperoxidase,0.5039,BLM
DB00136,Aromatic-L-amino-acid_decarboxylase,0.5038,BLM
DB08896,Myeloperoxidase,0.5038,BLM
DB02300,Cytochrome_P450_3A43,0.5037,BLM
DB00744,Myeloperoxidase,0.5036,BLM
DB00910,Cytochrome_P450_2J2,0.5036,BLM
DB00468,Myeloperoxidase,0.5036,BLM
DB00910,UDP-glucuronosyltransferase_1-8,0.5035,BLM
DB00910,UDP-glucuronosyltransferase_1-6,0.5035,BLM
DB00993,Myeloperoxidase,0.5035,BLM
DB00136,UDP-glucuronosyltransferase_1-4,0.5035,BLM
DB00146,Aldehyde_oxidase,0.5034,BLM
DB06739,Myeloperoxidase,0.5034,BLM
DB00987,Myeloperoxidase,0.5034,BLM
DB00356,Myeloperoxidase,0.5034,BLM
DB01166,Myeloperoxidase,0.5034,BLM
DB00910,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5033,BLM
DB00146,Cytochrome_P450_11B2_mitochondrial,0.5033,BLM
DB01115,Myeloperoxidase,0.5033,BLM
DB00205,Myeloperoxidase,0.5032,BLM
DB00731,Myeloperoxidase,0.5032,BLM
DB00910,Liver_carboxylesterase_1,0.5032,BLM
DB01095,Myeloperoxidase,0.5031,BLM
DB00470,N-acylethanolamine-hydrolyzing_acid_amidase,0.5031,BLM
DB00661,Myeloperoxidase,0.5031,BLM
DB14001,Myeloperoxidase,0.5031,BLM
DB00783,Myeloperoxidase,0.503,BLM
DB00146,Amine_oxidase_[flavin-containing]_B,0.503,BLM
DB00857,Myeloperoxidase,0.503,BLM
DB00575,Myeloperoxidase,0.503,BLM
DB00494,Myeloperoxidase,0.503,BLM
DB00238,Myeloperoxidase,0.5029,BLM
DB00146,UDP-glucuronosyltransferase_1-4,0.5028,BLM
DB00175,Myeloperoxidase,0.5028,BLM
DB06626,Myeloperoxidase,0.5027,BLM
DB00136,Glutathione_S-transferase_A2,0.5027,BLM
DB00921,Myeloperoxidase,0.5027,BLM
DB00783,Cytochrome_P450_2C18,0.5026,BLM
DB06595,Myeloperoxidase,0.5026,BLM
DB00748,Myeloperoxidase,0.5026,BLM
DB00153,UDP-glucuronosyltransferase_2B15,0.5026,BLM
DB06403,Myeloperoxidase,0.5026,BLM
DB01041,Myeloperoxidase,0.5026,BLM
DB00672,Myeloperoxidase,0.5025,BLM
DB00153,UDP-glucuronosyltransferase_1-4,0.5025,BLM
DB06729,Myeloperoxidase,0.5025,BLM
DB01914,Hexokinase,0.5025,BLM
DB00136,Thiopurine_S-methyltransferase,0.5025,BLM
DB00532,Myeloperoxidase,0.5025,BLM
DB00196,Myeloperoxidase,0.5024,BLM
DB00150,Myeloperoxidase,0.5024,BLM
DB00136,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5024,BLM
DB00977,Myeloperoxidase,0.5024,BLM
DB03783,Myeloperoxidase,0.5024,BLM
DB00458,Myeloperoxidase,0.5023,BLM
DB00910,Aldehyde_oxidase,0.5023,BLM
DB13952,Myeloperoxidase,0.5023,BLM
DB00215,Myeloperoxidase,0.5023,BLM
DB01007,Myeloperoxidase,0.5023,BLM
DB02300,Cytochrome_P450_2J2,0.5023,BLM
DB06712,Myeloperoxidase,0.5023,BLM
DB04946,Myeloperoxidase,0.5023,BLM
DB00910,Cytochrome_P450_11B2_mitochondrial,0.5022,BLM
DB01009,Myeloperoxidase,0.5022,BLM
DB06803,Myeloperoxidase,0.5022,BLM
DB00910,UDP-glucuronosyltransferase_1-10,0.5022,BLM
DB06210,Myeloperoxidase,0.5021,BLM
DB00153,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5021,BLM
DB06148,Myeloperoxidase,0.5021,BLM
DB01110,Myeloperoxidase,0.5021,BLM
DB00910,Amine_oxidase_[flavin-containing]_B,0.5021,BLM
DB00295,Myeloperoxidase,0.502,BLM
DB02300,Liver_carboxylesterase_1,0.502,BLM
DB00146,NADPH--cytochrome_P450_reductase,0.502,BLM
DB00916,Myeloperoxidase,0.502,BLM
DB00146,UDP-glucuronosyltransferase_1-8,0.502,BLM
DB00910,Glutamine_synthetase,0.502,BLM
DB01217,Myeloperoxidase,0.502,BLM
DB02300,UDP-glucuronosyltransferase_1-3,0.502,BLM
DB00338,Myeloperoxidase,0.502,BLM
DB01006,Myeloperoxidase,0.502,BLM
DB00322,Myeloperoxidase,0.5019,BLM
DB00136,Cytochrome_P450_2J2,0.5019,BLM
DB00153,UDP-glucuronosyltransferase_1-6,0.5018,BLM
DB00146,Liver_carboxylesterase_1,0.5018,BLM
DB00201,Myeloperoxidase,0.5018,BLM
DB00910,UDP-glucuronosyltransferase_2B4,0.5018,BLM
DB02300,Thiopurine_S-methyltransferase,0.5018,BLM
DB00624,Cytochrome_P450_1A2,0.5018,BLM
DB01151,Myeloperoxidase,0.5018,BLM
DB00758,Myeloperoxidase,0.5018,BLM
DB00136,Cytochrome_P450_11B2_mitochondrial,0.5018,BLM
DB04794,Myeloperoxidase,0.5018,BLM
DB01685,Myeloperoxidase,0.5018,BLM
DB00281,Myeloperoxidase,0.5017,BLM
DB00701,Myeloperoxidase,0.5017,BLM
DB09068,Myeloperoxidase,0.5017,BLM
DB00987,Deoxyguanosine_kinase_mitochondrial,0.5017,BLM
DB00420,Cytochrome_P450_1A1,0.5017,BLM
DB00136,Arylamine_N-acetyltransferase_2,0.5016,BLM
DB00608,Myeloperoxidase,0.5016,BLM
DB00136,CYP2B_protein,0.5016,BLM
DB00381,Myeloperoxidase,0.5015,BLM
DB00625,Myeloperoxidase,0.5015,BLM
DB01167,Myeloperoxidase,0.5015,BLM
DB00343,Myeloperoxidase,0.5015,BLM
DB00146,CYP2B_protein,0.5015,BLM
DB02300,CYP2B_protein,0.5015,BLM
DB00136,Methylenetetrahydrofolate_reductase,0.5015,BLM
DB00146,Fatty-acid_amide_hydrolase_1,0.5015,BLM
DB04953,Myeloperoxidase,0.5014,BLM
DB06819,Cytochrome_P450_1A1,0.5014,BLM
DB00501,Myeloperoxidase,0.5014,BLM
DB00910,Cytochrome_P450_26A1,0.5013,BLM
DB00910,NAD(P)H_dehydrogenase_[quinone]_1,0.5013,BLM
DB00481,Myeloperoxidase,0.5013,BLM
DB00153,Thiopurine_S-methyltransferase,0.5013,BLM
DB00146,UDP-glucuronosyltransferase_1-10,0.5013,BLM
DB00146,Arylamine_N-acetyltransferase_2,0.5013,BLM
DB00136,UDP-glucuronosyltransferase_2B15,0.5012,BLM
DB00146,Thiopurine_S-methyltransferase,0.5012,BLM
DB00136,Cytosolic_phospholipase_A2,0.5012,BLM
DB13746,Myeloperoxidase,0.5012,BLM
DB00379,Myeloperoxidase,0.5012,BLM
DB06605,Myeloperoxidase,0.5012,BLM
DB06695,Myeloperoxidase,0.5012,BLM
DB02300,UDP-glucuronosyltransferase_1-6,0.5012,BLM
DB00910,Amine_oxidase_[flavin-containing]_A,0.5012,BLM
DB00655,Myeloperoxidase,0.5012,BLM
DB01101,Myeloperoxidase,0.5012,BLM
DB01223,Myeloperoxidase,0.5012,BLM
DB00683,Myeloperoxidase,0.5011,BLM
DB00379,Cytochrome_P450_1A1,0.5011,BLM
DB02300,Steroid_17-alpha-hydroxylase/17-20_lyase,0.5011,BLM
DB00146,UDP-glucuronosyltransferase_2B15,0.5011,BLM
DB01198,Myeloperoxidase,0.5011,BLM
DB00910,NADPH--cytochrome_P450_reductase,0.5011,BLM
DB00433,Myeloperoxidase,0.5011,BLM
DB00146,Cytochrome_P450_2J2,0.5011,BLM
DB04841,Myeloperoxidase,0.5011,BLM
DB00146,Aromatic-L-amino-acid_decarboxylase,0.5011,BLM
DB00673,Myeloperoxidase,0.5011,BLM
DB06510,Myeloperoxidase,0.501,BLM
DB00448,Myeloperoxidase,0.501,BLM
DB00136,Phospholipase_A2,0.501,BLM
DB00136,Fatty-acid_amide_hydrolase_1,0.501,BLM
DB00420,Myeloperoxidase,0.5009,BLM
DB00153,Glutathione_S-transferase_A1,0.5009,BLM
DB02300,Cytochrome_P450_4A11,0.5009,BLM
DB00910,Fatty-acid_amide_hydrolase_1,0.5009,BLM
DB00544,Prostaglandin_G/H_synthase_2,0.5009,BLM
DB00470,Arachidonate_15-lipoxygenase,0.5009,BLM
DB06789,Myeloperoxidase,0.5009,BLM
DB01149,Myeloperoxidase,0.5009,BLM
DB01023,Myeloperoxidase,0.5009,BLM
DB00418,Myeloperoxidase,0.5008,BLM
DB09198,Myeloperoxidase,0.5008,BLM
DB00153,Dopamine_beta-hydroxylase,0.5008,BLM
DB00988,Myeloperoxidase,0.5008,BLM
DB00907,Myeloperoxidase,0.5008,BLM
DB00834,Myeloperoxidase,0.5008,BLM
DB00146,Methylenetetrahydrofolate_reductase,0.5008,BLM
DB01072,Myeloperoxidase,0.5008,BLM
DB00470,Myeloperoxidase,0.5008,BLM
DB09498,Intestinal-type_alkaline_phosphatase,0.5008,BLM
DB00146,Cytosolic_phospholipase_A2,0.5007,BLM
DB00910,Cytochrome_P450_4B1,0.5007,BLM
DB01388,Myeloperoxidase,0.5007,BLM
DB00973,Myeloperoxidase,0.5007,BLM
DB00709,Deoxyguanosine_kinase_mitochondrial,0.5007,BLM
DB00802,Myeloperoxidase,0.5007,BLM
DB00622,Myeloperoxidase,0.5007,BLM
DB00153,Liver_carboxylesterase_1,0.5007,BLM
DB00136,UDP-glucuronosyltransferase_1-6,0.5007,BLM
DB00623,Myeloperoxidase,0.5007,BLM
DB01211,Myeloperoxidase,0.5007,BLM
DB00153,Glutathione_S-transferase_Mu_1,0.5007,BLM
DB00398,Myeloperoxidase,0.5006,BLM
DB00289,Myeloperoxidase,0.5006,BLM
DB00136,Aldehyde_dehydrogenase_mitochondrial,0.5006,BLM
DB01136,Myeloperoxidase,0.5006,BLM
DB09237,Nitric_oxide_synthase_brain,0.5006,BLM
DB00910,Cytosolic_phospholipase_A2,0.5006,BLM
DB00745,Myeloperoxidase,0.5006,BLM
DB01435,Myeloperoxidase,0.5006,BLM
DB00879,Myeloperoxidase,0.5006,BLM
DB00755,Myeloperoxidase,0.5006,BLM
DB02300,Dopamine_beta-hydroxylase,0.5006,BLM
DB02300,Cytochrome_P450_4B1,0.5006,BLM
DB01118,Myeloperoxidase,0.5006,BLM
DB00136,6-phosphogluconate_dehydrogenase_decarboxylating,0.5006,BLM
DB00910,Thiopurine_S-methyltransferase,0.5006,BLM
DB00157,Alcohol_dehydrogenase_1C,0.5005,BLM
DB00917,Myeloperoxidase,0.5005,BLM
DB00763,Myeloperoxidase,0.5005,BLM
DB00851,Myeloperoxidase,0.5005,BLM
DB00633,Myeloperoxidase,0.5005,BLM
DB01128,Myeloperoxidase,0.5005,BLM
DB06710,Myeloperoxidase,0.5005,BLM
DB00910,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5005,BLM
DB00762,Myeloperoxidase,0.5005,BLM
DB00717,Myeloperoxidase,0.5004,BLM
DB01068,Myeloperoxidase,0.5004,BLM
DB09282,Myeloperoxidase,0.5004,BLM
DB00757,Myeloperoxidase,0.5004,BLM
DB02300,Cytosolic_phospholipase_A2,0.5004,BLM
DB00382,Myeloperoxidase,0.5004,BLM
DB00863,Myeloperoxidase,0.5004,BLM
DB00958,Aldehyde_oxidase,0.5004,BLM
DB00146,Arachidonate_15-lipoxygenase,0.5004,BLM
DB00910,Glutathione_reductase_mitochondrial,0.5004,BLM
DB00146,UDP-glucuronosyltransferase_1-3,0.5003,BLM
DB01174,Myeloperoxidase,0.5003,BLM
DB00471,Myeloperoxidase,0.5003,BLM
DB00784,Myeloperoxidase,0.5003,BLM
DB00136,UDP-glucuronosyltransferase_1-10,0.5003,BLM
DB00620,Myeloperoxidase,0.5003,BLM
DB01079,Myeloperoxidase,0.5003,BLM
DB00146,Arachidonate_5-lipoxygenase,0.5002,BLM
DB00904,Myeloperoxidase,0.5002,BLM
DB00363,Myeloperoxidase,0.5002,BLM
DB00613,Myeloperoxidase,0.5002,BLM
DB00136,Cytochrome_P450_26A1,0.5002,BLM
DB00153,Glutathione_S-transferase_theta-1,0.5002,BLM
DB13941,Myeloperoxidase,0.5002,BLM
DB00136,UDP-glucuronosyltransferase_1-7,0.5002,BLM
DB06292,Myeloperoxidase,0.5002,BLM
DB00231,Myeloperoxidase,0.5002,BLM
DB01045,Myeloperoxidase,0.5002,BLM
DB12070,Myeloperoxidase,0.5002,BLM
DB05812,Myeloperoxidase,0.5002,BLM
DB00636,Myeloperoxidase,0.5002,BLM
DB12332,Myeloperoxidase,0.5002,BLM
DB11156,Myeloperoxidase,0.5001,BLM
DB00146,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.5001,BLM
DB00153,Tryptophan_2-3-dioxygenase,0.5001,BLM
DB00153,Cytosolic_phospholipase_A2,0.5001,BLM
DB00342,Myeloperoxidase,0.5001,BLM
DB02300,UDP-glucuronosyltransferase_2B4,0.5001,BLM
DB00136,Cytochrome_P450_4B1,0.5001,BLM
DB00146,Carboxylesterase,0.5001,BLM
DB01008,Glutathione_S-transferase_Mu_3,0.5001,BLM
DB01229,Myeloperoxidase,0.5001,BLM
DB11590,Myeloperoxidase,0.5001,BLM
